# image latitude longitude
oxford_151110/1447151628069092.jpg 51.760604 -1.261258
oxford_151110/1447151628881586.jpg 51.760604 -1.261259
oxford_151110/1447151629444084.jpg 51.760604 -1.261259
oxford_151110/1447151629944085.jpg 51.760604 -1.261259
oxford_151110/1447151630381581.jpg 51.760604 -1.261259
oxford_151110/1447151630756575.jpg 51.760604 -1.261259
oxford_151110/1447151631131573.jpg 51.760604 -1.261259
oxford_151110/1447151631506572.jpg 51.760604 -1.261259
oxford_151110/1447151631881569.jpg 51.760604 -1.261259
oxford_151110/1447151632256569.jpg 51.760604 -1.261259
oxford_151110/1447151632631567.jpg 51.760604 -1.261259
oxford_151110/1447151633006568.jpg 51.760604 -1.261259
oxford_151110/1447151633381565.jpg 51.760604 -1.261259
oxford_151110/1447151633756564.jpg 51.760604 -1.261259
oxford_151110/1447151634131563.jpg 51.760604 -1.261259
oxford_151110/1447151634506562.jpg 51.760604 -1.261259
oxford_151110/1447151634881558.jpg 51.760604 -1.261259
oxford_151110/1447151635256557.jpg 51.760604 -1.261259
oxford_151110/1447151635631557.jpg 51.760604 -1.261259
oxford_151110/1447151636069052.jpg 51.760604 -1.261259
oxford_151110/1447151636506552.jpg 51.760604 -1.261259
oxford_151110/1447151636944047.jpg 51.760604 -1.261259
oxford_151110/1447151637319048.jpg 51.760604 -1.261259
oxford_151110/1447151637694045.jpg 51.760604 -1.261259
oxford_151110/1447151638069041.jpg 51.760604 -1.261259
oxford_151110/1447151638444040.jpg 51.760604 -1.261259
oxford_151110/1447151638819039.jpg 51.760604 -1.261259
oxford_151110/1447151639194033.jpg 51.760604 -1.261259
oxford_151110/1447151639569033.jpg 51.760604 -1.261259
oxford_151110/1447151639944028.jpg 51.760604 -1.261259
oxford_151110/1447151640319026.jpg 51.760604 -1.261259
oxford_151110/1447151640694024.jpg 51.760604 -1.261259
oxford_151110/1447151641069022.jpg 51.760604 -1.261259
oxford_151110/1447151641506518.jpg 51.760604 -1.261259
oxford_151110/1447151641944021.jpg 51.760604 -1.261259
oxford_151110/1447151642381518.jpg 51.760604 -1.261259
oxford_151110/1447151642881516.jpg 51.760604 -1.261259
oxford_151110/1447151643381513.jpg 51.760604 -1.261259
oxford_151110/1447151643881512.jpg 51.760604 -1.261259
oxford_151110/1447151644381512.jpg 51.760604 -1.261259
oxford_151110/1447151644881510.jpg 51.760604 -1.261259
oxford_151110/1447151645381506.jpg 51.760604 -1.261259
oxford_151110/1447151645881505.jpg 51.760604 -1.261259
oxford_151110/1447151646443999.jpg 51.760604 -1.261259
oxford_151110/1447151647006497.jpg 51.760604 -1.261259
oxford_151110/1447151647568993.jpg 51.760604 -1.261259
oxford_151110/1447151648068987.jpg 51.760604 -1.261259
oxford_151110/1447151648631486.jpg 51.760604 -1.261259
oxford_151110/1447151649193981.jpg 51.760604 -1.261259
oxford_151110/1447151649693980.jpg 51.760604 -1.261259
oxford_151110/1447151650256477.jpg 51.760604 -1.261259
oxford_151110/1447151650756472.jpg 51.760604 -1.261259
oxford_151110/1447151651318972.jpg 51.760604 -1.261259
oxford_151110/1447151651881467.jpg 51.760604 -1.261259
oxford_151110/1447151652318966.jpg 51.760604 -1.261259
oxford_151110/1447151652756463.jpg 51.760604 -1.261259
oxford_151110/1447151653193962.jpg 51.760604 -1.261259
oxford_151110/1447151653568960.jpg 51.760604 -1.261259
oxford_151110/1447151654006456.jpg 51.760604 -1.261259
oxford_151110/1447151654381453.jpg 51.760604 -1.261259
oxford_151110/1447151654693952.jpg 51.760604 -1.261259
oxford_151110/1447151655006451.jpg 51.760604 -1.261259
oxford_151110/1447151655318948.jpg 51.760604 -1.261259
oxford_151110/1447151655631447.jpg 51.760604 -1.261259
oxford_151110/1447151655943946.jpg 51.760604 -1.261259
oxford_151110/1447151656256444.jpg 51.760604 -1.261259
oxford_151110/1447151656506443.jpg 51.760604 -1.261259
oxford_151110/1447151656756442.jpg 51.760604 -1.261259
oxford_151110/1447151657006441.jpg 51.760604 -1.261259
oxford_151110/1447151657256439.jpg 51.760604 -1.261259
oxford_151110/1447151657506444.jpg 51.760604 -1.261259
